Unnamed: 0,TARGET.52.PADYCE.01A.01R,TARGET.52.PARTKH.01A.01R,TARGET.20.PASGCE.09A.01R,TARGET.52.PASILR.01A.01R,TARGET.20.PASHHH.09A.01R,TARGET.21.PARHRS.09A.02R,TARGET.20.PARYXV.09A.01R,TARGET.52.PAWFWK.01A.01R,TARGET.52.PASAMZ.01A.01R,TARGET.20.PAECCE.04A.01R,TARGET.52.PADWRZ.01A.01R,TARGET.20.PASIEP.09A.01R,TARGET.20.PASEYM.09A.01R,TARGET.20.PASFYF.03A.01R,TARGET.20.PAPVKG.09A.01R,TARGET.52.PASXGF.01A.01R,TARGET.20.PARFIW.03A.01R,TARGET.52.PASNED.01A.01R,TARGET.52.PAKLYZ.01A.01R,TARGET.52.PASGCL.01A.02R,TARGET.20.PASELF.09A.01R,TARGET.20.PARXEC.09A.01R,TARGET.20.PARCVP.09A.01R,TARGET.52.PAVITI.01A.01R,TARGET.52.PARZRH.01A.02R,TARGET.52.PARGRN.01A.01R,TARGET.52.PAKTCT.01A.01R,TARGET.52.PAREWI.01A.02R,TARGET.20.PASFZN.09A.01R,TARGET.52.PAJPHJ.01A.01R,TARGET.52.PAEHIP.01A.01R,TARGET.52.PAWFBL.01A.01R,TARGET.20.PASFIT.09A.01R,TARGET.52.PAKPEW.01A.01R,TARGET.52.PAJLRA.01A.01R,TARGET.52.PAJMBW.01A.01R,TARGET.20.PASAFM.09A.01R,TARGET.52.NAAELV.50B.01R,TARGET.20.PASYJI.09A.03R,TARGET.20.PARGDB.04A.02R,TARGET.21.PARXYR.41A.02R,TARGET.52.PAVCKS.01A.01R,TARGET.52.PARKKN.01A.01R,TARGET.52.PASGGN.01A.01R,TARGET.52.PAVDPR.01A.01R,TARGET.52.PAVVIT.01A.01R,TARGET.52.PATYUA.01A.01R,TARGET.21.PARZIA.09A.01R,TARGET.20.PASBHI.09A.01R,TCGA.AB.2845.03B.01T.0748.13,TCGA.AB.2888.03B.01T.0748.13,TCGA.AB.2990.03B.01T.0748.13,TCGA.AB.2803.03A.01T.0734.13,TCGA.AB.2853.03A.01T.0734.13,TCGA.AB.2826.03A.01T.0734.13,TCGA.AB.2963.03A.01T.0734.13,TCGA.AB.2818.03A.01T.0734.13,TCGA.AB.2822.03A.01T.0734.13,TCGA.AB.2806.03A.01T.0734.13,TCGA.AB.2833.03A.01T.0734.13,TCGA.AB.2834.03A.01T.0734.13,TCGA.AB.2964.03A.01T.0734.13,TCGA.AB.2839.03A.01T.0734.13,TCGA.AB.2913.03A.01T.0734.13,TCGA.AB.2904.03A.01T.0734.13,TCGA.AB.2912.03A.01T.0734.13,TCGA.AB.2917.03A.01T.0734.13,TCGA.AB.2971.03A.01T.0734.13,TCGA.AB.2916.03A.01T.0734.13,TCGA.AB.2973.03A.01T.0734.13,TCGA.AB.2957.03A.01T.0734.13,TCGA.AB.2933.03A.01T.0734.13,TCGA.AB.2977.03A.01T.0734.13,TCGA.AB.2972.03A.01T.0734.13,TCGA.AB.2942.03A.01T.0734.13,TCGA.AB.2893.03A.01T.0734.13,TCGA.AB.2878.03A.01T.0734.13,TCGA.AB.2983.03A.01T.0734.13,TCGA.AB.2985.03A.01T.0734.13,TCGA.AB.2894.03A.01T.0734.13,TCGA.AB.2984.03A.01T.0734.13,TCGA.AB.2991.03A.01T.0735.13,TCGA.AB.2937.03A.01T.0734.13,TCGA.AB.2929.03A.01T.0735.13,TCGA.AB.2997.03A.01T.0735.13,TCGA.AB.2950.03A.01T.0735.13,TCGA.AB.2996.03A.01T.0735.13,TCGA.AB.2870.03A.01T.0735.13,TCGA.AB.2880.03A.01T.0735.13,TCGA.AB.2925.03A.01T.0735.13,TCGA.AB.2891.03A.01T.0735.13,TCGA.AB.2869.03A.01T.0735.13,TCGA.AB.2897.03A.01T.0735.13,TCGA.AB.2900.03A.01T.0735.13,TCGA.AB.2881.03A.01T.0735.13,TCGA.AB.2871.03A.01T.0735.13,TCGA.AB.2901.03A.01T.0735.13,TCGA.AB.2873.03A.01T.0735.13,TCGA.AB.2886.03A.01T.0735.13,TCGA.AB.3012.03A.01T.0736.13
hsa-mir-105-1,1,2,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,5,4953,0,0,0,0,2,2,0,4,0,0,2,4,0,0,21,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-105-2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,7,4955,0,0,0,0,0,1,0,5,1,0,0,7,0,0,21,0,1,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-106a,102,83,1504,54,784,14,458,159,103,90,111,111,513,107,80,100,755,183,254,124,233,372,102,112,99,117,52,44,326,72,85,64,81,200,166,207,93,40234,104,1020,261,78,159,8008,780,70,1898,2089,102,189,100,377,47,477,714,529,495,373,337,260,485,509,412,358,339,309,908,354,144,231,96,503,208,283,118,637,313,327,516,1313,557,206,201,983,92,193,252,155,270,255,314,300,92,94,149,244,333,216,193,80
hsa-mir-106b,10589,4889,18703,3523,6534,989,14747,5281,4199,7207,7381,18629,12869,11891,7626,4248,3343,9731,21282,3504,9195,8833,4355,6593,12484,7070,6836,6044,6005,5689,4655,7361,7277,12778,6093,12771,11514,24619,26494,28772,5999,8915,3956,2128,3415,9086,4516,14267,4842,2205,1259,2462,727,1189,2851,1597,1514,1298,2915,1593,3885,1645,1350,1127,1724,1905,1189,1830,948,928,1209,1631,1179,1427,1254,2340,1075,1821,1080,736,4175,1278,1788,1113,765,1317,1194,1786,1908,1016,1188,1206,936,552,1380,1221,1676,1536,2701,904
hsa-mir-107,942,1185,1924,738,745,34,1444,643,1060,86,890,1261,1478,709,189,700,298,1446,3246,892,953,984,219,1120,2181,627,1147,702,582,664,947,2405,418,1245,877,1268,649,5230,1673,706,494,2067,1015,534,788,841,784,928,456,84,101,79,50,60,153,57,108,58,50,68,129,64,62,67,47,113,44,75,59,48,54,68,59,94,42,108,62,71,66,60,126,55,41,81,25,29,31,112,149,57,80,57,47,41,70,92,112,122,76,55
hsa-mir-10a,223077,23145,568513,84021,102011,101,3471170,406823,116387,419,266585,12691,4179,28357,670,195682,1289,468080,32766,172213,5455,1581,33834,317124,321075,106412,64597,189316,830,25637,642638,421354,1108,202802,117727,50271,3371,1201800,22197,19542,248403,79553,24401,141850,506474,24092,645256,3243,1258,1607,1317,188112,1483,185717,206388,203822,291021,1140,1184,2077,2692,1928,167830,98296,6192,42117,707,300197,7400,108966,1684,21775,124817,214129,923,1048,35048,57748,4818,1811,224995,1456,870,3414,1209,1600,42938,1609,669,125163,584,136795,1280,93344,1724,138425,3093,172259,722,1443
hsa-mir-10b,480848,301522,231,1077986,779,41,2574,228071,2635118,251,2528637,18813,3370,148,154,1018506,101,2862451,3055994,56356,734,53,97950,1093166,194605,229991,124535,200777,232,210276,523014,348857,299,347720,347663,330547,3975,2196900,339,35225,2931,281427,620848,43670,842139,2951409,213820,6364,35,1289,140,429,2299,105,270,144,1628,282,196,494,3189,3010,129,230,1554,5523,96,279,103,898,161,294,71,378,169,817,5819,1902,1732,105,647,1607,201,83,24,3463,2508,826,69,1122,446,103,667,255,413,246,334,6113,154,3030
hsa-mir-1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1179,29,5,5,2,5,0,4,1,5,0,1,1,2,3,2,1,2,7,387,5,1,4,1,0,1,4,5,1,3,16,1,10,2,3,2,5,0,8,2,12,0,3,0,3,0,6,2,6,0,2,1,1,1,3,1,3,1,4,6,2,0,1,0,3,2,1,0,2,0,0,1,1,4,0,1,2,2,0,0,4,1,1,0,0,0,1,2,4,0,0,1,0,1,0,2,1,0,1,0,5
hsa-mir-1180,496,584,339,215,16,41,111,299,383,28,635,20,171,10,104,182,40,1761,3092,357,67,77,30,408,982,933,174,621,68,774,437,244,38,512,492,489,80,4372,8,135,27,633,159,290,296,750,165,39,43,0,0,3,0,0,5,4,2,0,2,10,2,2,2,0,1,14,2,1,2,1,1,3,4,5,0,11,4,1,2,5,2,0,2,8,2,6,4,2,0,0,1,1,0,0,1,1,1,2,5,0
hsa-mir-1181,2,4,2,0,3,0,4,3,1,2,2,6,0,0,0,2,1,6,0,2,0,1,0,1,5,5,2,6,1,2,1,7,0,2,0,4,0,2,2,0,2,4,1,0,1,0,4,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
hsa-mir-1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1184-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1184-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1184-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1185-1,10,38,0,8,0,0,0,18,17,0,8,0,0,0,0,8,0,41,28,10,0,0,0,17,3,136,13,38,0,10,20,70,0,7,12,62,0,0,1,1,0,1,10,3,57,6,35,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5
hsa-mir-1185-2,2,7,0,1,0,0,0,10,6,0,2,0,0,0,0,3,0,14,11,3,0,0,0,11,0,51,6,19,0,7,4,17,0,1,5,11,0,0,0,0,0,0,5,2,20,1,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3
hsa-mir-1193,0,3,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,7,1,1,0,2,3,0,0,0,3,2,0,0,0,0,0,0,1,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hsa-mir-1197,5,23,0,1,0,0,0,10,10,0,2,0,0,0,0,10,1,22,38,5,0,0,0,6,0,358,3,37,0,2,25,26,0,2,12,35,0,1,0,1,0,0,13,1,90,1,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
hsa-mir-1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-122,0,0,0,0,4,0,1,2,1,1,0,0,2,4,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,8,0,0,60,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,2,0,0,0,1,0,0,1,1,1,0,0,3,0,1,3,2,2,0,1,0,2,0,0,4,0,0,0,3,3,0,1,1,2,0,1,0,2
hsa-mir-1224,0,3,24,1,1,0,1,2,1,1,1,0,3,1,2,1,0,5,106,0,4,0,0,0,1,3,5,1,1,0,3,20,2,0,2,2,1,3,0,0,1,0,2,1,0,9,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
hsa-mir-1225,1,1,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,2,0,14,1,0,0,0,9,0,1,0,1,1,0,0,1,0,1,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hsa-mir-1226,8,14,48,8,7,1,22,20,13,34,12,9,22,11,8,6,3,37,71,4,11,34,6,15,34,54,10,14,7,14,21,8,5,18,13,23,7,108,13,41,20,18,20,5,23,24,8,9,9,3,5,1,0,1,6,0,4,4,3,5,11,4,2,1,2,3,2,1,2,1,3,2,1,2,2,7,0,11,2,3,4,3,4,0,1,1,8,2,2,1,4,1,0,2,1,3,4,3,7,2
hsa-mir-1227,0,0,2,0,2,0,0,1,0,1,1,1,0,0,1,0,1,0,4,0,0,2,0,5,0,5,1,0,0,0,0,1,0,1,0,1,0,26,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,1,1,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
hsa-mir-1228,6,11,0,6,1,0,0,2,1,0,6,0,0,2,0,4,0,2,9,0,1,4,0,6,21,10,3,4,0,3,0,16,0,3,6,10,2,107,1,0,0,14,4,0,4,1,4,1,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,4,1,0,1,0,0,0,0,0,0,1,0,0
hsa-mir-1229,2,3,17,1,9,0,0,1,1,6,4,0,2,4,1,1,1,4,21,0,0,2,4,4,1,11,3,2,3,4,2,3,3,5,0,2,6,107,4,6,4,2,4,0,10,1,1,1,3,0,2,0,0,0,1,0,0,2,1,0,2,2,0,2,1,1,0,1,0,0,0,0,0,3,0,0,2,0,0,0,2,0,0,0,0,1,0,0,1,0,2,0,1,1,1,1,0,1,0,0
hsa-mir-1231,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1233-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1233-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1234,0,0,0,0,0,0,1,0,0,2,0,2,0,1,2,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,4,1,2,2,0,3,10,1,5,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
hsa-mir-1236,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,2,3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1237,0,0,4,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,13,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
hsa-mir-1238,0,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,0,0,0,1,1,1,1,1,1,0,5,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-124-1,7,2,0,0,88,0,0,7,40,0,1,0,0,0,0,12,0,2354,759,0,0,2,0,62,1285,53,1787,6,0,16,47,36,0,31,9,2,0,4,0,1,0,104,944,71,1,2,75,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0
hsa-mir-124-2,13,2,0,2,104,0,0,10,39,0,0,0,0,0,0,13,2,2392,804,2,0,0,0,71,1312,50,1791,6,0,14,28,43,0,46,8,4,0,5,0,2,0,144,904,66,0,1,68,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hsa-mir-124-3,14,0,0,1,104,0,0,4,39,0,1,0,0,0,0,11,3,2338,754,2,0,0,0,74,1246,52,1726,11,0,10,42,33,0,33,13,5,0,1,0,0,0,126,929,54,0,1,94,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1243,28,2,0,3,0,0,0,21,2,0,0,0,0,0,0,4,0,19,132,0,0,0,0,33,2,24,1,43,0,27,6,2,0,1,77,19,0,0,0,0,0,0,0,9,0,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1244-1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1244-2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1244-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1244-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1245a,101,243,0,16,0,0,0,35,81,0,18,0,0,0,0,91,0,2,2,0,0,0,0,68,210,88,360,105,0,61,85,21,0,101,166,270,0,220,0,0,0,63,6,21,77,18,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hsa-mir-1245b,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1246,0,0,3,0,1,2,1,5,7,0,6,3,0,0,0,2,0,5,2,64,0,0,3,2,0,0,4,6,0,0,0,3,0,0,3,2,0,0,0,0,0,0,0,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1247,83,98,1,33,0,0,0,363,193,0,9,2,0,0,1,14,0,50,47,25,2,0,8,11881,6,100,152,138,1,117,263,219,1,16,4,2777,1,10,0,3,0,0,5,7,880,2,64,0,5,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,3,1,0,0,0,5,0,0,2
